id,date,subscription_id,processor_id,processor_account_id,amount,currency,country
200592,3/3/16,497466,100,10019,49.99,GBP,GB
200623,3/3/16,497469,200,10030,49.99,USD,CN
201601,3/3/16,497703,200,10094,49.99,USD,CN
201793,3/3/16,497759,200,10094,49.99,EUR,DK
202038,3/3/16,497839,200,10061,49.99,USD,AU
202249,3/3/16,497904,100,10099,49.99,USD,AU
202557,3/3/16,497983,200,10094,49.99,USD,US
202652,3/3/16,498020,200,10094,49.99,USD,US
202856,3/3/16,498074,200,10094,49.99,EUR,DE
203018,3/3/16,498111,100,10099,49.99,EUR,DE
203109,3/3/16,498134,200,10094,49.99,EUR,CH
203407,3/3/16,498201,200,10029,49.99,EUR,CH
203869,3/3/16,498312,100,10099,49.99,EUR,BE
204672,3/3/16,498515,100,10099,49.99,USD,IN
204738,3/3/16,498533,100,10099,49.99,EUR,FR
204995,3/3/16,498592,200,10094,49.99,EUR,SK
205005,3/3/16,498598,200,10030,49.99,USD,NZ
205427,3/3/16,498732,100,10099,49.99,EUR,SE
205456,3/3/16,498742,100,10099,49.99,EUR,FR
205459,3/3/16,498743,200,10030,49.99,USD,AU
205568,3/3/16,498773,100,10099,49.99,EUR,FR
206070,3/3/16,498913,100,10099,49.99,EUR,AT
207091,3/4/16,499162,100,10099,49.99,USD,PK
207594,3/4/16,499287,200,10030,49.99,USD,CO
207883,3/4/16,499376,200,10030,49.99,USD,BN
208074,3/4/16,499426,100,10099,49.99,USD,BR
208292,3/4/16,499501,200,10094,49.99,USD,GT
208361,3/4/16,499523,100,10099,49.99,USD,CL
208711,3/4/16,499625,100,10099,49.99,USD,IN
209070,3/4/16,499761,100,10099,49.99,USD,PA
209521,3/4/16,499883,200,10030,49.99,USD,US
210003,3/4/16,499979,200,10094,49.99,USD,US
210210,3/4/16,500034,100,10099,49.99,USD,US
210223,3/4/16,500036,100,10099,49.99,EUR,ES
210225,3/4/16,500038,100,10099,49.99,EUR,HU
210478,3/4/16,500103,200,10029,49.99,EUR,IT
211397,3/4/16,500306,200,10094,49.99,USD,AU
211445,3/4/16,500322,200,10094,49.99,USD,AU
211629,3/4/16,500357,200,10094,49.99,USD,US
211660,3/4/16,500363,200,10094,49.99,USD,US
211829,3/4/16,500406,100,10099,49.99,USD,MX
211985,3/4/16,500433,100,10099,49.99,EUR,TR
212032,3/4/16,500450,100,10036,49.99,EUR,DE
212175,3/4/16,500481,200,10094,49.99,EUR,FR
212546,3/4/16,500577,200,10029,49.99,EUR,DE
212823,3/4/16,500646,200,10094,49.99,EUR,FR
212897,3/4/16,500669,100,10099,49.99,USD,US
213194,3/4/16,500738,200,10094,49.99,USD,HK
213844,3/4/16,500926,100,10099,49.99,EUR,NL
213959,3/4/16,500963,200,10029,49.99,EUR,RU
214051,3/4/16,501006,100,10099,49.99,EUR,NL
214272,3/4/16,501070,200,10094,49.99,EUR,NL
214562,3/4/16,501150,200,10094,49.99,EUR,DE
214563,3/4/16,501151,100,10099,49.99,USD,NZ
214574,3/4/16,501158,200,10094,49.99,USD,US
214711,3/4/16,501211,200,10029,49.99,EUR,DE
215059,3/4/16,501316,100,10099,49.99,USD,US
215309,3/4/16,501412,100,10099,49.99,USD,US
216031,3/5/16,501658,200,10029,49.99,EUR,HU
216167,3/5/16,501720,100,10099,49.99,USD,AU
216753,3/5/16,501930,100,10099,49.99,USD,EG
217464,3/5/16,502172,100,10099,49.99,USD,HK
217819,3/5/16,502279,200,10094,49.99,USD,AU
217954,3/5/16,502338,200,10030,49.99,USD,US
218479,3/5/16,502522,200,10094,49.99,USD,US
219210,3/5/16,502715,200,10094,49.99,EUR,DE
219649,3/5/16,502842,100,10099,49.99,USD,AR
219920,3/5/16,502929,100,10099,49.99,USD,LB
219999,3/5/16,502954,200,10094,49.99,USD,MM
220380,3/5/16,503071,200,10072,49.99,EUR,RU
220508,3/5/16,503116,200,10072,49.99,EUR,RU
220583,3/5/16,503139,25,10033,49.99,EUR,DE
220773,3/5/16,503212,200,10094,49.99,EUR,CH
221864,3/5/16,503536,100,10099,49.99,USD,NZ
222045,3/5/16,503603,100,10099,49.99,USD,US
222078,3/5/16,503615,100,10099,49.99,USD,NZ
222098,3/5/16,503617,200,10094,49.99,USD,SG
222455,3/5/16,503749,100,10099,49.99,USD,US
222504,3/5/16,503772,200,10094,49.99,USD,SG
222588,3/5/16,503808,200,10094,49.99,USD,US
222716,3/5/16,503864,100,10099,49.99,USD,BR
223069,3/5/16,503991,100,10099,49.99,EUR,SE
223472,3/5/16,504130,200,10094,49.99,USD,US
223641,3/5/16,504191,200,10086,49.99,EUR,DK
224452,3/6/16,504494,100,10099,49.99,USD,BH
224460,3/6/16,504497,200,10094,49.99,USD,US
225791,3/6/16,504968,100,10099,49.99,USD,US
226279,3/6/16,505120,100,10099,49.99,USD,US
226933,3/6/16,505332,100,10099,49.99,USD,IL
227020,3/6/16,505359,100,10099,49.99,USD,US
227162,3/6/16,505417,200,10030,49.99,USD,US
227267,3/6/16,505462,200,10094,49.99,USD,KR
227580,3/6/16,505552,100,10099,49.99,USD,TW
227585,3/6/16,505556,200,10094,49.99,USD,US
227747,3/6/16,505613,100,10099,49.99,EUR,SE
227858,3/6/16,505655,200,10094,49.99,USD,US
228007,3/6/16,505692,100,10099,49.99,EUR,DE
228125,3/6/16,505743,200,10094,49.99,USD,US
228398,3/6/16,505838,100,10099,49.99,USD,US
228420,3/6/16,505846,100,10099,49.99,USD,AU
228604,3/6/16,505914,100,10099,49.99,USD,MX
228897,3/6/16,505990,200,10094,49.99,USD,US
228985,3/6/16,506027,200,10094,49.99,USD,US
229545,3/6/16,506182,200,10094,49.99,EUR,DE
229702,3/6/16,506230,100,10099,49.99,EUR,DK
229781,3/6/16,506251,100,10099,49.99,EUR,NL
230179,3/6/16,506380,200,10094,49.99,USD,US
230422,3/6/16,506453,100,10099,49.99,EUR,DE
230589,3/6/16,506469,100,10099,49.99,EUR,FR
230746,3/6/16,506515,100,10036,49.99,EUR,DE
230909,3/6/16,506567,200,10030,49.99,USD,US
230937,3/6/16,506576,100,10099,49.99,USD,PR
230983,3/6/16,506590,200,10094,49.99,USD,SG
231327,3/6/16,506725,100,10099,49.99,EUR,FR
231377,3/6/16,506741,100,10099,49.99,USD,US
231405,3/6/16,506752,100,10099,49.99,USD,BR
231732,3/6/16,506864,100,10099,49.99,USD,US
231927,3/6/16,506932,200,10094,49.99,USD,US
232249,3/6/16,507048,200,10094,49.99,EUR,DE
232266,3/6/16,507064,100,10099,49.99,USD,US
232272,3/6/16,507068,100,10099,49.99,USD,GI
232298,3/6/16,507079,100,10099,49.99,USD,US
232547,3/6/16,507175,200,10094,49.99,EUR,DE
232941,3/6/16,507290,100,10099,49.99,EUR,FR
233034,3/6/16,507322,100,10099,49.99,EUR,NO
233119,3/6/16,507354,200,10094,49.99,USD,US
233273,3/7/16,507405,200,10094,49.99,EUR,ES
233643,3/7/16,507532,200,10094,49.99,USD,US
234154,3/7/16,507688,100,10099,49.99,EUR,RU
234167,3/7/16,507691,200,10030,49.99,USD,BR
234213,3/7/16,507712,200,10072,49.99,USD,AU
234288,3/7/16,507743,100,10099,49.99,USD,BR
234369,3/7/16,507775,200,10072,49.99,USD,AR
234454,3/7/16,507800,100,10036,49.99,EUR,DE
234596,3/7/16,507855,100,10099,49.99,USD,BR
235042,3/7/16,508020,100,10099,49.99,USD,AU
235258,3/7/16,508100,200,10094,49.99,USD,US
236011,3/7/16,508336,200,10029,49.99,EUR,CH
236544,3/7/16,508466,100,10099,49.99,EUR,DK
236684,3/7/16,508506,200,10072,49.99,USD,TH
236878,3/7/16,508561,200,10094,49.99,EUR,RO
237255,3/7/16,508679,100,10099,49.99,EUR,IT
237375,3/7/16,508716,200,10029,49.99,EUR,FR
237696,3/7/16,508778,200,10094,49.99,EUR,DE
237996,3/7/16,508836,100,10099,49.99,EUR,FR
238044,3/7/16,508855,200,10094,49.99,USD,US
238058,3/7/16,508859,200,10029,49.99,EUR,FR
238322,3/7/16,508936,200,10094,49.99,EUR,DE
238686,3/7/16,509047,200,10094,49.99,USD,BR
238698,3/7/16,509053,100,10099,49.99,EUR,NO
238860,3/7/16,509101,100,10036,49.99,EUR,DE
238871,3/7/16,509108,200,10029,49.99,EUR,DE
240465,3/7/16,509565,100,10099,49.99,USD,US
240596,3/7/16,509613,100,10099,49.99,EUR,DE
240598,3/7/16,509615,100,10036,49.99,EUR,DE
240635,3/7/16,509631,100,10099,49.99,EUR,CH
240698,3/7/16,509657,100,10099,49.99,USD,BR
241021,3/7/16,509752,200,10028,49.99,GBP,GB
241217,3/7/16,509811,200,10094,49.99,USD,US
241967,3/7/16,510043,200,10094,49.99,USD,US
242462,3/8/16,510195,100,10036,49.99,EUR,DE
242574,3/8/16,510244,200,10029,49.99,EUR,DE
242583,3/8/16,510249,100,10099,49.99,EUR,CZ
243226,3/8/16,510457,200,10094,49.99,USD,US
243846,3/8/16,510676,100,10099,49.99,USD,US
244637,3/8/16,510933,200,10030,49.99,USD,AU
245258,3/8/16,511126,200,10094,49.99,EUR,DE
245688,3/8/16,511241,100,10099,49.99,EUR,RO
246273,3/8/16,511414,100,10099,49.99,EUR,FR
246287,3/8/16,511420,100,10099,49.99,EUR,FR
246494,3/8/16,511483,200,10094,49.99,USD,US
246836,3/8/16,511571,200,10094,49.99,EUR,CH
246854,3/8/16,511582,200,10094,49.99,USD,NZ
247245,3/8/16,511688,200,10094,49.99,EUR,FR
247368,3/8/16,511719,200,10094,49.99,USD,ZA
247379,3/8/16,511727,100,10099,49.99,EUR,RU
247934,3/8/16,511882,100,10099,49.99,USD,US
249139,3/8/16,512266,200,10094,49.99,EUR,FR
249244,3/8/16,512305,200,10094,49.99,EUR,DE
249340,3/8/16,512327,200,10094,49.99,EUR,DE
249628,3/8/16,512432,200,10094,49.99,EUR,NL
249693,3/8/16,512452,100,10099,49.99,EUR,AT
249765,3/8/16,512474,100,10099,49.99,USD,US
249822,3/8/16,512489,100,10099,49.99,EUR,RU
250460,3/8/16,512692,200,10094,49.99,USD,AR
251003,3/8/16,512854,25,10033,49.99,EUR,DE
251166,3/8/16,512903,200,10094,49.99,USD,US
251461,3/9/16,512994,100,10099,49.99,USD,US
252217,3/9/16,513206,100,10036,49.99,EUR,DE
252423,3/9/16,513270,200,10030,49.99,USD,AU
253791,3/9/16,513674,200,10094,49.99,USD,US
254151,3/9/16,513788,100,10099,49.99,USD,AU
254540,3/9/16,513914,200,10094,49.99,USD,US
254667,3/9/16,513960,200,10094,49.99,EUR,DE
254734,3/9/16,513981,25,10033,49.99,EUR,DE
254778,3/9/16,513991,100,10099,49.99,EUR,BE
254914,3/9/16,514026,100,10099,49.99,USD,IN
255855,3/9/16,514303,200,10094,49.99,EUR,DE
256096,3/9/16,514359,100,10099,49.99,USD,AU
256886,3/9/16,514562,100,10099,49.99,USD,US
257240,3/9/16,514660,100,10099,49.99,EUR,RU
257557,3/9/16,514762,200,10094,49.99,EUR,LU
257634,3/9/16,514788,100,10099,49.99,USD,BR
258017,3/9/16,514900,100,10036,49.99,EUR,DE
258059,3/9/16,514915,200,10094,49.99,EUR,DE
258370,3/9/16,515011,100,10099,49.99,USD,BR
258467,3/9/16,515043,200,10030,49.99,USD,US
258668,3/9/16,515104,200,10094,49.99,EUR,CH
258726,3/9/16,515118,100,10036,49.99,EUR,DE
258960,3/9/16,515178,200,10094,49.99,EUR,ES
259129,3/9/16,515243,200,10094,49.99,EUR,DE
259299,3/9/16,515281,200,10094,49.99,EUR,DE
259538,3/9/16,515356,200,10094,49.99,EUR,DE
260074,3/9/16,515519,100,10099,49.99,USD,US
261088,3/10/16,515830,200,10072,49.99,USD,US
261186,3/10/16,515856,200,10094,49.99,USD,US
261238,3/10/16,515876,200,10094,49.99,USD,AU
261408,3/10/16,515935,100,10099,49.99,USD,US
261717,3/10/16,516017,100,10099,49.99,USD,US
262155,3/10/16,516164,100,10099,49.99,USD,BR
262185,3/10/16,516171,200,10094,49.99,USD,CA
262461,3/10/16,516265,100,10099,49.99,USD,US
262553,3/10/16,516301,100,10099,49.99,USD,AU
263423,3/10/16,516593,100,10099,49.99,USD,AU
263577,3/10/16,516642,100,10099,49.99,USD,US
263670,3/10/16,516668,200,10030,49.99,USD,AR
263706,3/10/16,516677,100,10099,49.99,USD,US
263866,3/10/16,516728,200,10094,49.99,USD,IN
263868,3/10/16,516729,200,10030,49.99,USD,NZ
264053,3/10/16,516785,200,10094,49.99,EUR,DE
264544,3/10/16,516926,100,10099,49.99,USD,LB
264761,3/10/16,516969,100,10099,49.99,GBP,GB
264855,3/10/16,516996,200,10072,49.99,USD,IN
265025,3/10/16,517044,200,10030,49.99,USD,AU
265044,3/10/16,517049,100,10099,49.99,USD,US
265209,3/10/16,517098,100,10099,49.99,EUR,IE
265925,3/10/16,517328,100,10099,49.99,USD,US
266010,3/10/16,517348,100,10099,49.99,USD,US
266038,3/10/16,517361,100,10099,49.99,EUR,PT
266603,3/10/16,517525,100,10099,49.99,EUR,TR
266617,3/10/16,517533,100,10099,49.99,USD,ZA
266997,3/10/16,517646,200,10094,49.99,USD,US
267164,3/10/16,517680,200,10030,49.99,USD,CN
267290,3/10/16,517689,200,10030,49.99,USD,CO
267877,3/10/16,517891,100,10099,49.99,EUR,HU
269188,3/10/16,518297,100,10036,49.99,EUR,DE
269700,3/10/16,518472,200,10094,49.99,USD,CN
269990,3/10/16,518587,100,10099,49.99,EUR,IE
270017,3/10/16,518595,100,10099,49.99,USD,PE
270246,3/11/16,518665,200,10094,49.99,USD,US
270259,3/11/16,518675,200,10094,49.99,USD,NZ
270466,3/11/16,518735,200,10094,49.99,USD,AU
270839,3/11/16,518837,100,10099,49.99,EUR,RU
271240,3/11/16,518957,200,10072,49.99,USD,BR
271461,3/11/16,519023,200,10094,49.99,USD,CA
271468,3/11/16,519029,100,10099,49.99,USD,US
271643,3/11/16,519089,100,10099,49.99,USD,IN
271770,3/11/16,519131,100,10099,49.99,USD,US
271804,3/11/16,519140,100,10099,49.99,USD,US
271862,3/11/16,519155,100,10099,49.99,USD,US
271969,3/11/16,519185,200,10094,49.99,USD,CA
272158,3/11/16,519253,200,10030,49.99,USD,US
272217,3/11/16,519263,200,10094,49.99,USD,US
272242,3/11/16,519270,100,10099,49.99,USD,GL
272473,3/11/16,519355,200,10072,49.99,USD,SG
273339,3/11/16,519612,200,10094,49.99,USD,US
273402,3/11/16,519629,200,10030,49.99,USD,AU
273531,3/11/16,519663,100,10099,49.99,USD,AU
274037,3/11/16,519789,200,10094,49.99,USD,US
274207,3/11/16,519836,200,10094,49.99,USD,AU
274420,3/11/16,519893,200,10072,49.99,EUR,CZ
274563,3/11/16,519925,200,10030,49.99,USD,US
275057,3/11/16,520065,100,10036,49.99,EUR,DE
275448,3/11/16,520163,100,10099,49.99,EUR,RU
275442,3/11/16,520158,25,10033,49.99,EUR,AT
276140,3/11/16,520357,200,10094,49.99,EUR,DE
276267,3/11/16,520397,100,10099,49.99,USD,CA
276587,3/11/16,520513,200,10072,49.99,USD,AR
276822,3/11/16,520595,200,10094,49.99,EUR,DE
276939,3/11/16,520641,200,10094,49.99,USD,US
277037,3/11/16,520687,200,10094,49.99,EUR,ES
277123,3/11/16,520722,200,10094,49.99,EUR,ES
277390,3/11/16,520806,100,10099,49.99,EUR,DE
277736,3/11/16,520905,100,10100,49.99,USD,BR
278079,3/11/16,521009,200,10094,49.99,USD,US
278094,3/11/16,521011,200,10094,49.99,USD,CA
278400,3/11/16,521090,200,10094,49.99,EUR,DE
278475,3/11/16,521113,200,10094,49.99,EUR,DE
278739,3/11/16,521181,200,10094,49.99,USD,US
279034,3/11/16,521270,200,10094,49.99,USD,US
279065,3/11/16,521272,100,10036,49.99,EUR,DE
279475,3/11/16,521388,200,10030,49.99,USD,US
279741,3/11/16,521466,200,10094,49.99,USD,US
280635,3/12/16,521711,200,10094,49.99,USD,US
280647,3/12/16,521718,100,10099,49.99,EUR,FR
280673,3/12/16,521726,100,10099,49.99,USD,BR
281279,3/12/16,521895,25,10033,49.99,EUR,DE
281455,3/12/16,521933,100,10099,49.99,USD,US
281545,3/12/16,521958,100,10099,49.99,USD,US
281972,3/12/16,522084,200,10061,49.99,USD,AU
282268,3/12/16,522175,200,10029,49.99,EUR,DE
282422,3/12/16,522226,200,10029,49.99,EUR,DE
282665,3/12/16,522306,200,10094,49.99,EUR,DE
282783,3/12/16,522335,200,10094,49.99,EUR,DE
283307,3/12/16,522516,200,10061,49.99,USD,AU
284704,3/12/16,522939,100,10099,49.99,EUR,SE
284733,3/12/16,522946,200,10061,49.99,USD,AU
285162,3/12/16,523081,100,10099,49.99,EUR,CH
285356,3/12/16,523140,200,10094,49.99,USD,US
285491,3/12/16,523184,100,10099,49.99,EUR,DE
285879,3/12/16,523310,25,10033,49.99,EUR,DE
285997,3/12/16,523346,100,10099,49.99,EUR,CZ
286259,3/12/16,523426,100,10099,49.99,USD,EG
286401,3/12/16,523484,100,10099,49.99,GBP,GB
286471,3/12/16,523521,200,10094,49.99,USD,HK
286497,3/12/16,523532,200,10094,49.99,USD,US
286530,3/12/16,523540,200,10094,49.99,EUR,DE
286619,3/12/16,523563,100,10099,49.99,EUR,ES
286835,3/12/16,523643,100,10099,49.99,EUR,DE
286879,3/12/16,523661,200,10030,49.99,USD,KR
287083,3/12/16,523732,200,10094,49.99,EUR,HU
287143,3/12/16,523750,100,10099,49.99,USD,US
287332,3/12/16,523795,200,10094,49.99,EUR,CH
287595,3/12/16,523875,100,10099,49.99,EUR,RU
287823,3/12/16,523939,200,10094,49.99,USD,US
288036,3/12/16,524013,200,10094,49.99,USD,CA
288608,3/12/16,524196,100,10099,49.99,EUR,HU
288629,3/12/16,524205,100,10099,49.99,USD,US
289054,3/12/16,524360,100,10099,49.99,EUR,IT
289955,3/13/16,524646,200,10061,49.99,USD,BR
290239,3/13/16,524742,200,10094,49.99,EUR,DE
290254,3/13/16,524745,200,10029,49.99,EUR,DE
290445,3/13/16,524811,100,10099,49.99,USD,CO
290745,3/13/16,524907,200,10094,49.99,USD,US
291509,3/13/16,525126,100,10099,49.99,USD,CN
291716,3/13/16,525217,100,10099,49.99,USD,US
292006,3/13/16,525312,200,10094,49.99,USD,US
292960,3/13/16,525640,200,10094,49.99,USD,US
293506,3/13/16,525799,100,10099,49.99,USD,US
293605,3/13/16,525835,200,10094,49.99,EUR,DE
293825,3/13/16,525893,200,10094,49.99,EUR,NL
293897,3/13/16,525917,200,10094,49.99,USD,US
294145,3/13/16,526002,100,10099,49.99,EUR,IT
294222,3/13/16,526022,100,10099,49.99,EUR,CH
294228,3/13/16,526026,200,10094,49.99,EUR,DE
294233,3/13/16,526028,100,10099,49.99,EUR,RU
294286,3/13/16,526051,200,10094,49.99,USD,US
294911,3/13/16,526242,200,10072,49.99,USD,AU
295284,3/13/16,526367,100,10099,49.99,USD,KR
295296,3/13/16,526374,200,10094,49.99,EUR,DE
295330,3/13/16,526379,200,10094,49.99,EUR,DE
295744,3/13/16,526493,200,10094,49.99,USD,SA
295763,3/13/16,526498,200,10094,49.99,EUR,DE
295807,3/13/16,526512,200,10094,49.99,USD,US
296962,3/13/16,526826,200,10094,49.99,USD,US
297017,3/13/16,526840,200,10030,49.99,USD,SA
297020,3/13/16,526843,200,10094,49.99,EUR,DE
297703,3/13/16,527052,100,10099,49.99,USD,CI
297714,3/13/16,527057,100,10099,49.99,USD,US
297741,3/13/16,527061,200,10061,49.99,USD,US
298320,3/13/16,527258,200,10094,49.99,EUR,CH
298683,3/13/16,527353,200,10094,49.99,USD,US
299088,3/13/16,527490,200,10094,49.99,EUR,DK
299204,3/13/16,527527,200,10094,49.99,EUR,CH
299632,3/14/16,527616,200,10094,49.99,USD,CA
301338,3/14/16,528131,200,10061,49.99,USD,AU
301458,3/14/16,528163,200,10072,49.99,USD,US
302155,3/14/16,528371,200,10094,49.99,USD,US
302434,3/14/16,528463,100,10099,49.99,EUR,NL
302754,3/14/16,528539,200,10094,49.99,EUR,DE
303182,3/14/16,528631,200,10094,49.99,EUR,FR
303635,3/14/16,528720,100,10099,49.99,EUR,AT
303961,3/14/16,528812,200,10094,49.99,USD,CA
304188,3/14/16,528887,200,10030,49.99,USD,AE
304194,3/14/16,528889,200,10094,49.99,EUR,CH
304275,3/14/16,528908,100,10099,49.99,USD,US
304791,3/14/16,529055,200,10029,49.99,EUR,IT
305445,3/14/16,529217,100,10099,49.99,USD,US
305488,3/14/16,529227,100,10099,49.99,USD,US
305614,3/14/16,529254,100,10099,49.99,USD,US
305763,3/14/16,529299,200,10094,49.99,EUR,CZ
305774,3/14/16,529304,200,10094,49.99,USD,US
305784,3/14/16,529306,100,10099,49.99,USD,MX
306653,3/14/16,529572,200,10072,49.99,USD,CR
306951,3/14/16,529687,100,10099,49.99,EUR,DE
307557,3/14/16,529875,200,10094,49.99,EUR,DE
307687,3/14/16,529910,200,10094,49.99,EUR,NL
307884,3/14/16,529986,100,10099,49.99,USD,US
308267,3/14/16,530085,100,10099,49.99,USD,US
308441,3/14/16,530157,200,10094,49.99,EUR,NO
308485,3/14/16,530177,25,10033,49.99,EUR,DE
309601,3/15/16,530520,200,10094,49.99,USD,US
309821,3/15/16,530609,200,10030,49.99,USD,NZ
310196,3/15/16,530740,200,10030,49.99,USD,US
310460,3/15/16,530814,200,10030,49.99,USD,KR
310642,3/15/16,530873,100,10099,49.99,USD,US
310733,3/15/16,530892,200,10030,49.99,USD,US
311057,3/15/16,530986,100,10099,49.99,USD,AU
311142,3/15/16,531011,200,10094,49.99,USD,CR
311180,3/15/16,531020,100,10099,49.99,USD,US
311951,3/15/16,531256,200,10094,49.99,USD,AU
311987,3/15/16,531267,200,10094,49.99,EUR,BE
312527,3/15/16,531415,100,10099,49.99,USD,US
312549,3/15/16,531424,200,10094,49.99,EUR,DE
312675,3/15/16,531447,200,10029,49.99,EUR,FR
312739,3/15/16,531462,100,10099,49.99,EUR,FR
312974,3/15/16,531522,200,10094,49.99,EUR,DE
313101,3/15/16,531563,200,10094,49.99,USD,AU
313130,3/15/16,531576,200,10094,49.99,USD,AU
314222,3/15/16,531870,200,10094,49.99,EUR,DE
314628,3/15/16,531989,200,10094,49.99,EUR,DE
314903,3/15/16,532071,100,10099,49.99,GBP,GB
315094,3/15/16,532145,100,10099,49.99,USD,US
315277,3/15/16,532212,100,10036,49.99,EUR,DE
315315,3/15/16,532223,100,10099,49.99,EUR,FI
315339,3/15/16,532227,200,10028,49.99,GBP,GB
315563,3/15/16,532318,100,10099,49.99,EUR,NL
315601,3/15/16,532331,200,10094,49.99,EUR,FR
315923,3/15/16,532422,200,10094,49.99,USD,CN
316398,3/15/16,532593,100,10099,49.99,USD,BR
316590,3/15/16,532645,200,10094,49.99,USD,US
316836,3/15/16,532723,200,10094,49.99,EUR,CH
316844,3/15/16,532729,100,10099,49.99,USD,SG
316898,3/15/16,532745,100,10036,49.99,EUR,DE
317191,3/15/16,532842,100,10099,49.99,USD,CN
317239,3/15/16,532858,200,10094,49.99,EUR,DK
318286,3/16/16,533183,200,10030,49.99,USD,US
318484,3/16/16,533237,100,10099,49.99,USD,AU
319219,3/16/16,533463,200,10094,49.99,USD,CA
319246,3/16/16,533472,100,10099,49.99,USD,AU
319299,3/16/16,533488,100,10099,49.99,USD,US
